VETER15
dlga_start:port_chief2|{s1}
dlga_port_chief_travel_2:port_chief_travel_3|{s1}
dlga_port_chief_travel_2:close_window|Неважно.
dlga_port_chief_travel_3:port_chief_travel_4|Вы хотите отправиться в {s1}? {s2}
dlga_port_chief_travel_4:port_chief_travel_5|Вперед!
dlga_port_chief_travel_4:port_chief2|{s1}
dlga_port_chief_travel_4:close_window|{s1}
dlga_port_chief_travel_5:close_window|Следуйте за мной!
dlga_port_chief3:port_chief_pick_up_ship1|Мой корабль уже готов?
dlga_port_chief_pick_up_ship1:port_chief2|Мы работаем над этим. Возвращайтесь через {reg1} д.
dlga_port_chief_pick_up_ship1:port_chief_pick_up_ship2|Корабль готов! Спустить его на воду?
dlga_port_chief_pick_up_ship2:port_chief_pick_up_ship3|Да!
dlga_port_chief_pick_up_ship2:port_chief2|Нет, пока нет.
dlga_port_chief_pick_up_ship3:port_chief2|К сожалению, ваш навык Повелитель морей не достаточно высок, чтобы добавить еще корабль к вашему флоту в этом порту.
dlga_port_chief_pick_up_ship3:close_window|Ну, полюбуйтесь на него и дайте ему имя.
dlga_port_chief_pick_up_ship3:port_chief2.1|Нет места в порту для другого корабля.
dlga_port_chief3:port_chief_build_ship_main|Я хочу, чтобы вы построили мне корабль.
dlga_port_chief_build_ship_main:port_chief_build_ship_main_1|Какой?
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2|Сойдет небольшой Бурдинг.
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.1|Нужен Кнорр для торговли.
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.2|Нужна Шнека для хороших налетов.
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.3|Интересует военный корабль Скей.
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.4|Необходим вместительный корабль Буссе.
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.5|Мне нужен всесторонний корабль Карви.
dlga_port_chief_build_ship_main_1:port_chief2|Неважно.
dlga_port_chief_build_ship_main_2:port_chief_build_ship_main|Извините, я не достаточно опытен для строительства корабля такого типа. Только Скандинавы могут построить - {s11}.
dlga_port_chief_build_ship_main_2:port_chief_info_main_3|Какую древесину использовать при строительстве корабля?
dlga_port_chief_info_main_3:port_chief_build_ship_main_4|Дуб, нужно качество.
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.1|Пойдет и сосна.
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.2|Денег не много, будем брать ясень.
dlga_port_chief_info_main_3:port_chief2|Неважно.
dlga_port_chief_build_ship_main_4:port_chief_build_ship_main_5|Строительство корабля {s11} с использованием древесины - {s12}, будет стоить {reg11} золота.^{s2} ^Понадобится {reg12} дней на постройку судна. 
dlga_port_chief_build_ship_main_5:port_chief_build_ship_main_6.|Чит.Начинайте строить.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_main_6|Начинайте строить.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_1|По вашему я похож{reg59?а:} на {reg59?торговку:торговца}, котор{reg59?ая:ый} волокёт целый обоз за собой? У меня нет определённых вещей.
dlga_port_chief_build_ship_missing_1:port_chief2|Извините, но тогда я не смогу построить вам корабль. Достаньте все необходимое и возвращайтесь, если вам нужен корабль.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_2|У меня нет пока на это монет.
dlga_port_chief_build_ship_missing_2:port_chief2|Извините, но мне нужно кормить семью и платить работникам. Как накопите необходимую сумму, так и обращайтесь.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_3|Конечно, возможно, скоро мы с вами вновь увидимся.
dlga_port_chief_build_ship_missing_3:port_chief2|Не торопитесь. И поверьте мне, моя работа стоит каждого золота, который вы заплатите.
dlga_port_chief_build_ship_main_6:port_chief2|Хорошо! Жду вас через {reg12} д.
dlga_port_chief3:close_window|Прощайте.
dlga_port_chief_fleet1:port_chief_fleet2|Я вижу вы стали узнаваемы в этих землях, ваше имя звучит на каждом углу. Мне приятно осознавать, что в этом есть и моя заслуга. И как должное, надеюсь, в саге о вас для меня найдется пару строк! Флот Свена и Харальда находится в заливе, он состоит из 50 кораблей, большинство из которых военные, и на них находится более 800 воинов. Вы закончили свои дела в Дании? Готовы покинуть эти места? Гарантирую, вы еще не скоро вернетесь сюда!
dlga_port_chief_fleet2:the_fleetmt1|Да, пора. Принимайте на борт моих людей.
dlga_the_fleetmt1:close_window|Ну, удачи вам! Да, здесь много кораблей, но большая часть флота в заливе, недалеко от города. Как только вы будете готовы присоединяйтесь к ним.
dlga_port_chief_fleet2:port_chief2|Позже, у меня еще есть кое-какие дела.
dlga_port_chief_catach:port_chief_catach2|{s2}^^Хорошо, дайте мне книгу, и я скажу вам то, что вы хотели знать.
dlga_port_chief_catach2:port_chief_catach31|Вот, держите. А теперь поведайте где скрывается Свен.
dlga_port_chief_catach2:port_chief_catach32|Ох, книга утеряна, возможно, вас заинтересуют деньги взамен её?
dlga_port_chief_catach32:port_chief_catach4|Мой клиент будет не доволен, и люди будут знать, что вы не надежный человек. Он заплатил мне 10000 золота за книгу. У вас есть такие деньги?
dlga_port_chief_catach4:port_chief_catach5|Да, у меня есть такая сумма. Держите, и говорите где Свен!
dlga_port_chief_catach4:port_chief2|Ох, у меня нет. Я вернусь позже, как только добуду необходимое.
dlga_port_chief_catach5:port_chief_catach5_1|Боже мой, вы богатый человек! Он скрывается здесь, в Дании, к юго-востоку от Рибе, вверх по реке. 
dlga_port_chief_catach5_1:port_chief2|Спасибо.
dlga_port_chief_catach31:port_chief_catach31_1|Хорошо, спасибо. Он скрывается здесь, в Дании, к юго-востоку от Рибе, вверх по реке. 
dlga_port_chief_catach31_1:port_chief2|Спасибо.
dlga_port_chief_svenlair:port_chief_svenlair2|{s2}^^Потише! Никто в порту не должен знать, о чем мы говорим. Вам посоветовали обратится ко мне, и вы правильно сделали.^^Хорошо, вы хотите знать где можно найти этого человека, но у каждой информации своя цена, а учитывая, что Свен Бычья Шея опасный тип, то вам это будет стоить не малых денег.
dlga_port_chief_svenlair2:port_chief_svenlair3|{s2}^^Слушайте внимательно, сейчас мне как раз нужен такой человек, который станет налетчиком и добудет мне книгу, которую мне заказал один клиент. Надо будет оправиться в Ирландию, найти монастырь Глендалох и взять манускрипт Катах Колума Килле. Главное книга, а все что вы еще прихватите меня не волнует, это останется у вас. Принесете книгу, и я вам дам знать где искать Свена.
dlga_port_chief_svenlair3:port_chief_svenlair31|Хорошо! Я достану вам книгу, до скрой встречи.
dlga_port_chief_svenlair3:port_chief_svenlair32|Я не убиваю монахов, и не граблю монастыри.
dlga_port_chief_svenlair3:port_chief_svenlair33|Я предпочитаю забыть об книге и предлагаю монеты за информацию.
dlga_port_chief_svenlair31:close_window|Я буду ждать вас здесь. Думаю, вам стоит починить или приобрести новый корабль, так как путь в Ирландию не близок, и соберите солидный отряд, кто знает, что вас ждет в тех землях. До встречи.
dlga_port_chief_svenlair32:close_window|Тогда просто купите книгу для меня, или придумайте что-то, но доставьте её мне. Думаю, вам стоит починить или приобрести новый корабль, так как путь в Ирландию не близок, и соберите солидный отряд, кто знает, что вас ждет в тех землях. До встречи.
dlga_port_chief_svenlair33:port_chief_svenlair4|Хм, не самый удачный вариант для вас. Мне предложили 10000 золота за эту книгу. У вас есть такие деньги?
dlga_port_chief_svenlair4:port_chief_svenlair5|Да, у меня есть такая сумма. Держите, и говорите где Свен!
dlga_port_chief_svenlair4:port_chief_svenlair31|Нет у меня такой суммы, придется достать книгу. До скорой встречи.
dlga_port_chief_svenlair5:port_chief_svenlair5_1|Боже мой, вы богатый человек! Он скрывается здесь, в Дании, к юго-востоку от Рибе, вверх по реке. 
dlga_port_chief_svenlair5_1:port_chief2|Спасибо.
dlga_port_chief_bodoletter1:port_chief_bodoletter2|{s2}^^Вы всегда говорите так громко? Ну, вы знаете меня, информация у меня всегда достоверна, но за определённую цену.
dlga_port_chief_bodoletter2:port_chief_bodoletter3|{s2}^^Слушайте внимательно, информация очень ценная. Сейчас речь пойдет о человеке, который считается второй важной персоной в Дании, величают его Сигурд Змееглазый. Как насчет 12000 золота? У вас есть такая сумма? Если нет, то вы можете сделать мне одолжение. Есть человек, которому нужно доставить меха в Дуб Линн, который находится в Ирландии. С вас доставка, с меня информация. Все просто.
dlga_port_chief_bodoletter3:port_chief_bodoletter_pieles|Хорошо, по рукам.
dlga_port_chief_bodoletter3:port_chief_bodoletter4|У меня есть такая сумма, держите. Где он сейчас?
dlga_port_chief_bodoletter3:port_chief_bodoletter7|Мы ведь с вами давно знакомы, практически друзья. А старым деловым партнером можно предложить и скидку, не так ли? 
dlga_port_chief_bodoletter3:port_chief_bodoletter3_1|К сожалению, нет. Я скоро вернусь с деньгами.
dlga_port_chief_bodoletter_pieles:close_window|Довольно болтовни, отправляйтесь в Дуб Линн и доставьте меха торговцу по имени Хогни. Можете прихватить с собой другие товары, чтобы продать их в тех далеких землях. Как только получите свиток о подтверждении доставки товара можете сразу возвращаться, я вам дам нужную информацию.
dlga_port_chief_bodoletter3_1:port_chief2|Возвращайтесь, когда у вас будут деньги, а то у меня нет времени на разговоры с нищими.
dlga_port_chief_bodoletter4:port_chief_bodoletter5|Да, вы богаты?! Атли Эйрикссон в Норвегии, так говорил один из его воинов местной шлюхе. Очевидно Атли имеет что-то важное, что никто не должен узнать, раз такая скрытность... Говорят он в пещере на северном побережье Норвегии около Хордаланна. 
dlga_port_chief_bodoletter5:port_chief2|Спасибо.
dlga_port_chief_bodoletter7:port_chief_bodoletter8|Хм, ну, в общем то можно, но не говорит никому о нашей договорённости, иначе моя репутация сильно пострадает. 8000 золота и информация ваша. И так, где деньги?
dlga_port_chief_bodoletter8:port_chief_bodoletter9|Да, держите. Где он?
dlga_port_chief_bodoletter8:port_chief_bodoletter3_1|К сожалению, нет. Я скоро вернусь с деньгами.
dlga_port_chief_bodoletter9:port_chief_bodoletter5|Запомните, больше скидок не будет! Атли Эйрикссон в Норвегии, так говорил один из его воинов местной шлюхе. Очевидно Атли имеет что-то важное, что никто не должен узнать, раз такая скрытность... Говорят он в пещере на северном побережье Норвегии около Хордаланна.
dlga_port_chief_pieles:port_chief_bodoletter5|Вести с вами дела одно удовольствие! Атли Эйрикссон в Норвегии, так говорил один из его воинов местной шлюхе. Очевидно Атли имеет что-то важное, что никто не должен узнать, раз такая скрытность... Говорят он в пещере на северном побережье Норвегии около Хордаланна.
dlga_start:port_prisoners|Кто вы?
dlga_port_prisoners:port_prisoners_2|Вы ищите работорговца? Эх, {s9}, город не процветал бы без моих рабов, если у вас есть пленные, я готов купить их.
dlga_port_prisoners_2:port_prisoners_3|Да, у меня есть пленные.
dlga_port_prisoners_2:close_window|Прощайте.
dlga_port_prisoners_3:port_prisoners_4|Приятно это слышать. Пойдемте.
dlga_port_prisoners_4:close_window|Приятно вести с вами дела.
dlga_start:port_r_2|Привет, я бывалый капитан, моя задача в порту города {s9} распределять работы. Если вам будут нужны для найма моряки, дайте мне знать.
dlga_port_crew_talk:port_r_2|Чем еще могу быть полезен для вас?
dlga_port_r_2:port_recruitsl|Я хочу нанять моряков.
dlga_port_recruitsl:port_crew_talk|Сейчас нет свободных для найма моряков, возвращайтесь позже, {reg59?госпожа:господин}.
dlga_port_recruitsl:port_crew_talk.1|Сейчас вряд ли кто заинтересован в вашем предложении, {reg59?госпожа:господин}, у вас мало места в отряде.
dlga_port_recruitsl:port_recruits2|Есть {reg5} {reg7?моряков, за котороых:моряк, за которого} я точно могу поручиться. Вам надо оплатить 40 золота за экипировку {reg7?каждого наемника:наемника}. Вы согласны?
dlga_port_recruits2:port_crew_talk|Передайте {reg7?им:ему}, чтобы был{reg7?и готовы: готов}.
dlga_port_recruits2:port_crew_talk.1|Нет, не сейчас.
dlga_port_r_2:port_crew_fleetpr|Меня зовут {playername}...
dlga_port_crew_fleetpr:close_window|Извините, в данный момент я занят, надо подготовить к отправке корабли. Если вам нужны моряки, то подходите позже.
dlga_port_r_2:port_crew_fleet1|Меня зовут {playername}. Альфред Этелинг послал меня.
dlga_port_r_2:port_crew_fleet1.1|Меня зовут {playername}. Ярл Ротбарт послал меня.
dlga_port_crew_fleet1:port_crew_fleet2|^^Приветствую вас, {playername}. Да, меня предупредили, что вы появитесь. Вы поставлены командующим флота, который направляется к Франкам. Воины, разведчики и лодки ждут вас, все уже готово к вашему прибытию.
dlga_port_crew_fleet2:the_fleetcrew1|Да, время пришло. Дуарнене ждет меня.
dlga_the_fleetcrew1:close_window|Говорят, чтобы добраться до этих мест уходят недели, а может и месяцы, так что удачи вам. Флот ждет вас на выходе из порта, берите лодку и направляйтесь к нему.
dlga_port_crew_fleet2:close_window|Нет, мне нужно закончить кое-какие дела. Я скоро вернусь.
dlga_port_r_2:close_window|Я пойду. Прощай.
dlga_start:close_window.5|Что вам нужно? Почему вы беспокоите меня? Я занят! У меня нет времени на таких людей, как вы. Приходите в другой день. Или еще лучше, вообще забудьте сюда дорогу.^^--Похоже, что Сигурд не готов принять вас сейчас. Вам необходимо отыскать другой способ добыть информацию о Свене.--
dlga_start:kinghorik_quest_danmarkprot|Здесь хорошее место, подальше от любопытных ушей. Теперь, поговорим.
dlga_start:kinghorik_quest_revenge4|Здесь хорошее место, подальше от любопытных ушей. Теперь, поговорим.
dlga_start:kinghorik_quest_thething1|Приветствую вас, {playername}.
dlga_start:svenbn_hunting1_1|Приветсвую вас, {playername}. Благодаря вам, сегодня мы выиграли эту битву! Земли Западных Саксов теперь наши! Но я думаю вас больше волнует где находится Свен Бычья Шея, верно? Ну, он ушел, но не далеко. Он взял Редингам и засел там. Мои люди преследовали его и должны быть рядом с поселением, если решите напасть, то воины в вашем распоряжении.
dlga_start:svenbn_hunting1_1.1|Слава нам, {playername}! Датчане в бегах и потеряли много ярлов в этом сражении. Хоть и не все ярлы опустили мечи, но мы достигли важной победы, и их люди не будут так смелы в будущих битвах.^^У меня есть новость для вас. Свен Бычья Шея сбежал назад в Редингам и укрепился там. Мои люди преследовали его и должны быть рядом с поселением, если решите напасть, то воины в вашем распоряжении. Вот он ваш шанс! Отправляйтесь в Редингам и поквитайтесь со Свеном.
dlga_start:close_window.6|Извините, но сейчас не время для разговоров.
dlga_start:close_window.7|Извините, но сейчас не время для разговоров.
dlga_start:close_window.8|Извините, но сейчас не время для разговоров.
dlga_start:close_window.9|Извините, но сейчас не время для разговоров.
dlga_start:close_window.10|Извините, но сейчас не время для разговоров.
dlga_start:close_window.11|Что вам надо? У меня нет времени для вас! Заведите себе священника!
dlga_start:close_window.12|Маел Бресаил хочет с вами поговорить.
dlga_start:close_window.13|Извините, но сейчас не время для разговоров.
dlga_start:conversation_companioncamp|--Вы нашли компаньона, и как обычно все в той же части лагеря .--
dlga_start:close_window.14|Я на страже.
dlga_start:close_window.15|Я на страже.
dlga_conversation_companioncamp:beda_conversationcamp1|{reg59?Моя леди:Мой лорд}, путешествуя вдоль северных земель, иногда я думаю, как мрачен мир в котором мы живем. Я прочитал много книг, но ни в одной из них не говорится о насилии и опасностях, которые нас подстерегают в этом мире.
dlga_beda_conversationcamp1:beda_conversationcamp2|Ну, я считаю, что Датские полчища, как и нашествие Гога и Магога, потрясут мир. Королевство Западных Саксов пытается бороться с неизбежностью перед Вторым Пришествием.
dlga_beda_conversationcamp2:beda_conversationcamp3|Хм... Поясните, а что за нашествие Гога и Магога?
dlga_beda_conversationcamp2:close_window|Все интересно, но у меня сейчас нет времени на это.
dlga_beda_conversationcamp3:beda_conversationcamp4|Ах, это упоминается в библии. В Книге пророка Иезекииля описывается «великое сборище полчищ», которое «в последние дни» под предводительством «Гога в земле Магог, князя Роша, Мешеха и Фувала», вместе с «Гомером со всеми отрядами его, домом Фогарма, от пределов севера», вторгнется «на землю неогражденную», «избавленную от меча, на горы Израилевы», чтобы грабить и опустошать, где падут от руки Господней. Думаю, так же будет с язычниками, топчущими земли Англии.
dlga_beda_conversationcamp4:beda_conversationcamp5|{s10}
dlga_beda_conversationcamp4:beda_conversationcamp6|Мы должны сосредоточиться здесь и сейчас. Когда наступит конец, я уверяю вас, мы не упустим его. 
dlga_beda_conversationcamp4:close_window|Поменьше волнений по этому поводу, а сейчас мне пора.
dlga_beda_conversationcamp5:close_window|{s4}
dlga_beda_conversationcamp6:close_window|Пожалуй, вы правы, надо просто наслаждаться этим прекрасным днем.
dlga_conversation_companioncamp:egil_conversationcamp1|{playername}, вы мне нравитесь, но я считаю, что вы слишком простоваты, и предводитель из вас никакой. Позвольте мне дать вам несколько советов.
dlga_egil_conversationcamp1:egil_conversationcamp2|Я не хотел вас обидеть, но я думаю, вам стоит воспользоваться моими советами. Как вы знаете, я вырос при дворе короля и проводил много времени в Рибе, где я общался с величайшими военачальниками и их командирами.
dlga_egil_conversationcamp2:egil_conversationcamp3|{s10}
dlga_egil_conversationcamp2:close_window|Мне не нужны ваши советы.
dlga_egil_conversationcamp3:close_window|{s4}
dlga_conversation_companioncamp:donnachdh_conversationcamp1|Приветствую вас, вы должны знать, что я Ирландец и мой род держит начало от древних воинов. А мать из старого рода, которые являются носителями крови Кухулина.*
dlga_donnachdh_conversationcamp1:donnachdh_conversationcamp2|Ирландия разделена на небольшие кланы, которые создают союзы, тем самым основывая королевства и так уже в течении многих веков. Борьба между кланами, а также королевствами возникала издавна. Все хотят лучшей жизни и владеть Тарой. Тара считается древней столицей Ирландии, резиденцией и местом коронации Верховных королей.
dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3|Все эти распри и борьба за власть делают Ирландцев легкой добычей для Викингов.
dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3_2|Многочисленный войны порождают жестоких воинов.
dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3_3|Кто-то должен объединить все кланы.
dlga_donnachdh_conversationcamp2:close_window|Мне все это мало интересно.
dlga_donnachdh_conversationcamp3:donnachdh_conversationcamp4|Признаться честно, да. Викинги укрепились в определённых местах острова, но у них все то же самое, что и у нас. Их раздирают междоусобные деления власти, а Ирландцы прибегают к хитрости, поэтому в последнее время можно часто наблюдать, как Викинги сражаются бок о бок с Гэлами против Викингов. Да, наши вожди используют их как наемников.
dlga_donnachdh_conversationcamp3_2:donnachdh_conversationcamp4|Да, это правда. Война ведет естественный отбор, слабые гибнут, выживают сильнейшие. Здесь вы всегда найдете хороших воинов для вашего отряда, но если вам вздумается лезть в отношения Кельтов или захотите стать королем Тары, то вы поймете, что у острова есть свои традиции и уклады, которые не так-то просто разрушить, а лучше и не пытаться.
dlga_donnachdh_conversationcamp3_3:donnachdh_conversationcamp4|Все мужи и кланы жаждут править и восседать в Таре. Те, кто занимает высший трон, обычно долго не живут. Так что если вам вздумается занять трон и это вам удастся, то попытайтесь максимально насладиться жизнью, ведь она у вас будет очень коротка.
dlga_donnachdh_conversationcamp4:close_window|Конечно, Эрин или Ирландия, как её называли римляне, разные земли. Забудьте все, что вы знаете, Эрин необычна, и ни похожа не на что!
dlga_conversation_companioncamp:donnachdh_dwywei_conv1|Каждый раз, когда я отдаю приказы от вашего имени, Дайвей ставит их под сомнения, тем самым дискредитируя меня перед людьми нашего отряда. Вон, опять сплетничает с парой воинов по счет меня. Я не понимаю её плохого отношения ко мне, вроде оба из одних краев.
dlga_donnachdh_dwywei_conv1:donnachdh_dwywei_conv2|Шотландцы из Дал Риада кровавые предатели. Они пришли в Ирландию захватить наши западные земели. Несколько лет назад в битве против викингов мы потеряли нашего любимого Короля Бруде и много знати из пиктов погибло сражаясь вместе с ним. Затем Кеннет мак Альпин, Король Дал Риада, оспаривал корону пиктов с уцелевшими членами семьи королевского дома.
dlga_donnachdh_dwywei_conv2:donnachdh_dwywei_conv3|--Она стискивает зубы--^^Кеннет победил нас в бою и позже все претенденты на корону пиктов встретились в Сконе, чтобы решить вопрос миром. На пиру медовуха и эль лились рекой, но тогда произошло ужасное. Подлый Кеннет вырезал всю знать на празднестве, и стал единственным, кто мог претендовать на корону пиктов. Теперь его приемник, Король Альбы, правит пиктами и шотландцами. Кто может доверять таким? Я? Нет!
dlga_donnachdh_dwywei_conv3:donnachdh_dwywei_conv4|Пикты все такие глупые и упрямые...
dlga_donnachdh_dwywei_conv4:donnachdh_dwywei_conv5|Забудьте старую неприязнь, у вас есть другой общий враг – Скандинавы.
dlga_donnachdh_dwywei_conv4:donnachdh_dwywei_conv6|Я понимаю вашу неприязнь к шотландцам, но Доннчад человек чести.
dlga_donnachdh_dwywei_conv4:donnachdh_dwywei_conv7|Шотландцы такие? Мне они тоже неприятны. Грязные предатели!
dlga_donnachdh_dwywei_conv5:close_window|Как вы пожелаете.
dlga_donnachdh_dwywei_conv6:close_window|Хорошо, я постараюсь быть повежливее с ним.
dlga_donnachdh_dwywei_conv7:close_window|Я надеюсь, для вашего же блага, что вы изволите шутить, но я не нахожу в этом ничего забавного.
